ISO,ID,SMONTH,SYEAR,AUTH,LOC,LATNS,LATD,LATM,LATS,LONEW,LOND,LONM,LONS,ALT,CLIM,PAR,PAR2,MODE,MODE2,TEXT,TEXT2,DEPTH,WEAT,WEAT2,REST1,REST2,PARREM,LNDREG,LNDTOP,PHYS,SLP,POS,SLF,ASP,KND,PTRN,VAR,ROCK,STON,STSI,STSH,CRA,SEA,SALT,ALKALI,SODE,WAKE,WADE,WAUP,WALO,STAUP,STALO,STAPE,RUN,FLFR,FLNA,DRAIN,DRAINI,MOIDU,MOIDL,MOIMU,MOIML,MOIWU,MOIWL,ERT,ERT2,ERD,ERD2,AGGR,MASS,LUT,CROP,IRR,ROT,IMP,VET,VES,VED,ADPC,ADMM,COMNAME,DESCR,REMARKS,EDITDATE,VERIFIED
"BJ",3,9,1997,"Lehmann A.","Lama depression, south-central Bénin, 4 km ESE of Massi (Commune de Séhoué, Sous-Préfecture de Toffo), along piste from Massi to Kpomé","N",6,57,53,"E",2,16,35,31,"Af","Y0",,"A",,"CL",,,,,,,"calcareous clay of Eocene age","AS","U","long interfluve",3,"L","S","SW",,,,,,,,,,,,130,,,,,,,"S","V",,,"2",,0,130,,,,,,,,,,,"A","CEM",,,"IC",,,"LAND USE: mechanically cultivated for 2 years; fertilization with NPK and urea.",1,0,,,"REFERENCE: Fritz (1996): catena IV/1 (ISRIC Library S50-29)","05/08/03 00:00:00","OSP"
"BJ",4,10,1997,"Lehmann A.","Sagbovi Bone","N",7,3,5,"E",2,22,12,,"Af",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,,,,,
"BR",1,10,1984,"Kauffman J.H., B. Calderano Filho & A.L. Lemos","Rio de Janeiro, Itaguai","S",22,45,0,"W",43,41,0,45,"Aw","M1",,"X",,,,,,,,,"weathered rock","UP","R","low hill with flat depression",20,"L","S",,,,,"0","0",,,,,,,180,"N",,,,38,100,"M",,"N",,"3","4",0,180,,,,,"S",,"S",,,,"GR",,,,,"H","S","occ. subsistence farming",1,1,,,"Brief field description: 
Deep, moderately well drained, red clay soil derived from gneiss; having a yellowish brown, porous massive, sandy (clay) loam topsoil.
The B horizons show a multicolouring aspect due to grey and brown coatings of illuvial clay from upper horizons, in the C horizons this is caused by weathering minerals.
The B horizons may have a limited permeability resulting in a temporary saturation of (A and) E horizon with lateral transport of moisture towards the valley.
*) Brazilian classification: Podzolico Vermelho Amarelo abrupto Tb alico.
Drainage pattern: dendritic; often presence of flat depressions without clear streamlines.
Vegetation coverage: 5% shrubs; 20% herbs; 50% grasses; 25% bare soil (the original vegetation was a tropical forest).
Limitations in land use: a. slope too steep for mechanization. b.
rootability and possibilities for tillage suboptimal. c. risk of
erosion.
Reference soil BR 01 is comparable to soil profiel RJ 2 II RCC.","02/26/95 00:00:00",
"BR",2,10,1984,"Kauffman J.H., B. Calderano Filho & A.L. Lemos","Rio de Janeiro, Aparibe","S",21,38,0,"W",42,7,0,80,"Aw","M2",,,,"CL",,,,,,,"Pre-Cambrian","HI","H","low hill",30,"L","V","S","M","I",125,"LR","WS",,,"0","P","0","0",150,"N",,,,,,,"R","N",,"4",,0,175,,,,,"S","R","S","M",,"M","GR",,,,,,,"Grass: Grama Batatais",1,0,,,"Brief field description: 
Deep, well drained, dark red clay derived from gneiss.
AB horizon has about 30% of darker coloured(7.5YR4/3) spots due ì
to incomplete homogenization. Structure of AB horizon has also ì
porous massive character. CB horizon consists mainly out of ì
multicoloured weathered rock.
Density of termitaria about 4/hectare. Erosion is accelerated in ì
cultivated spots, locally rill and shallow gullies are present.
The surrounding area is partly cultivated for subsistence crops.
Brazilian classification: Podzolico Vermelho-Amarelo Eutrofico.
*)Middle to superior pre-cambrium,'Paraiba do Sul'group.
Refence soil BR02 is comparable to soil profile 5 PRJ - I RCC.
","02/26/95 00:00:00",
"BR",3,11,1984,"Kauffman J.H., B. Calderano Filho & A.L. Lemos","Rio de Janeiro, Itaperuna-Raposo road at km 164.8, 200m to the right","S",21,8,0,"W",42,5,0,210,"Aw","M3",,"V",,"CL",,,,,,,,"HI","H","steep low hill, with flat val.",32,"L",,,,,,"0","0",,,"0","P","0","0",175,"N",,,,,,,,,,"4",,0,170,,,,,"S",,"S",,"0",,"GR",,,,,,,,1,1,,,"Brief field description: 
Very deep, well drained, dark red, clay derived from gneiss.
Charcoal particles present in the top 36 cm.
*) Brazilian classification: Latossolo Vermelho Escuro argiloso ì
distrofico.
Reference soil BR 02 is comparable to soil profile 7 PRJ I RCC.
","02/26/95 00:00:00",
"BR",4,10,1984,"Kauffman J.H. & B. Calderano Filho","Sao Paulo, Bonfim Paulista, nearby quarry of INDERP","S",21,21,0,"W",47,47,0,650,"Cw","I6",,"V",,"CL",,,,,,,,"PL","U","low, very broad hill",7,"M",,,,,,"0","0",,,"C","0","0","0",250,"N",,,,,,"H",,"N",,"4",,0,200,,,,,"S",,"S",,"0",,"AH","SUC",,,,,,,1,1,,,"Brief field description: 
Very deep, well drained, dusky red clay soil derived from basic ì
rock; weakly structured. High bio-activity: many antholes ì
throughout the profile.
Charcoal particles of 1-3 cm diameter throughout the profile.
Silt fraction is considered to be pseudo-silt.
*) Brazilian classification: Latossolo Roxo eutrofico.
Reference soil BR 04 is comparable to soil profile No. 1360.
","02/26/95 00:00:00",
"BR",5,5,1984,"Kauffman J.H. & B. Calderano Filho","Sao Paulo, Bomfim Paulista, municipio de Cravinhos","S",21,21,0,"W",47,44,0,760,"Cwa","I6",,"V",,"CL",,,,,,,,"PL","U","low, very broad hill",2,"U","V",,,,,"0","0",,,,,"0","0",250,"N",,,,,,"H",,"N",,"4",,0,250,,,,,"S",,"S",,,,"AM","SUC",,,,,,,1,1,,,"Brief field description: 
Very deep, well drained, dark red clay soil derived from basic ì
rock; weakly structured.
Rather large charcoal particles present at varying depths.
Silt fraction is considered to be pseudo-silt (silt/clay ratio ì
waived for soil classification).
*) Brazilian classification: Latossolo Roxo acrico.
Reference soil BR 05 is comparable to soil profile 7 III RCC.
","02/26/95 00:00:00",
"BR",6,2,1984,"Kauffman J.H. & B. Calderano Filho","Sao Paulo, road Marilia-Assis, 11km N of Assis","S",22,33,0,"W",50,19,0,562,"Cf","A0",,"C",,"LO",,,,,,,"upper Cretaceous","PL","U","slope",4,"U","V",,,,,"0","0",,,"0","0","0","0",250,"N",,,,,,,,"N",,"4",,0,250,,,,,"S",,"S",,,,"GR",,,,,,,,1,1,,,"Brief field description: 
Very deep, well drained, dusky red, sandy loam soil, derived from ì
reworked material originating from clay-kit sandstone from the ì
Bauru group, Upper Cretaceous.
*) Brazilian classification: Latossolo Vermelho-Amarelo ì
Distrofico.
Reference soil BR 06 is comparable to soil profile 8 III RCC.
","02/26/95 00:00:00",
"BR",7,3,1977,"Kauffman J.H. & B. Calderano Filho","Parana, 34km from Londrina on highway to Ponta Grossa, 20 mtrs left","S",23,40,0,"W",51,10,0,480,,"I9",,"X",,"CL",,,,,,,"diabase, upper Trias","PL","R","low, broad hill",15,"M","V",,,,,"LR","0",,,"C","0","0","0",275,"N",,,,,,"M",,,,"4",,0,50,50,275,,,"S","G","M",,,,"AH","MAN",,,,,,,1,1,,,"Brief field description: 
Very deep, well drained, dark reddish brown clay soil, derived ì
from ultra basic rock; well structured throughout. The soil is ì
transitional to a Mollisol.
*) Brazilian classification: Terra Roxa Estruturada eutrofica.
Land use: a wide range of agriculture crops: soja, maize, wheat, ì
cotton, beans, ramin(malvaceae,fibre), peanuts, sunflower, rice, ì
tea. In addition horticulture, fruticulture (grapes, apples) and ì
In addition cattle breeding.
Reference soil BR 07 is comparable to soil profile BR 6 ISCW.
","02/26/95 00:00:00",
"BR",8,11,1983,"Kauffman J.H. & B. Calderano Filho","Parana, road BR466 Ivaipora-Pitanga, 6km from junction to Ivaipora","S",24,18,0,"W",51,43,0,760,"Cfa","I6",,"I",,"CL",,,,,,,"Jurassic/Cretaceous","PL","U","broad low hill",3,,,,,,,,,,,,,"0","0",265,"N",,,,,,"H","S","N",,"4",,0,40,40,250,,,"S",,"S",,,,"X","CEM",,,,"FE","C","Soja and grean beans",1,1,,,"Brief field description: 
Very deep, well drained, dark reddish brown clay soil derived ì
from basic rock; slightly cracking when dry. Soil formed in ì
weathered products of basalt of the 'Serra Geral' formation, ì
Jurassic/Cretaceous.
The sorptivity for water is high throughout the profile (although ì
relatively less high in the first 65 cm).
*) Brazilian classification: Latossolo Roxo Humico Distrofico.
Reference soil BR 08 is comparable to soil profile 10 III RCC.
","02/26/95 00:00:00",
"BR",9,12,1983,"Kauffman J.H. & B. Calderano Filho","Parana, road Pitanga-Guarapuava, 50km of Pitanga, 3km of Rio Turvo","S",25,6,0,"W",51,32,0,1100,"Cfb","I6",,"X",,"CL",,,,,,,"saprolite","PL","U","low broad hill",9,"U","V",,,,,"0","0",,,"C","0","0","0",250,"N",,,,,,"H",,,,"4",,0,30,30,200,,,"S",,"S",,,,"AM","MAN",,,,,,,1,1,,,"Brief field description: 
Very deep, well drained, dark brown clay soil derived from ì
basalt. The soil has a high organic matter content. From 50-100 ì
cm depth onwards clay nodules (0.5-2 cm) of irregular shape, and ì
white chalcedon in irregular concentric form.
The soil is formed in saprolite of basalt of the 'Serra Geral' ì
formation, Jurassic/Cretaceous. Soil cracks considerably when ì
drying out.
*) Brazilian classification: Latossolo Bruno Humico Distrofico.
Reference soil BR 09 is comparable to soil profile 12 III RCC.
","02/26/95 00:00:00",
"BR",10,12,1977,"Kauffman J.H. & B. Calderano Filho","Parana, road BR376 Curitiba-Joinville, km 24, San Jose dos Pinhais","S",25,40,0,"W",49,11,0,910,"Cf","Y5",,"U",,"CL",,,,,,,"acidic","PL","U","low broad hill",2,"U",,,,,,"0","0",,,"C","0","0","0",200,"N",,,,,,,,,,"4",,,,,,,,"S",,"S",,,,"XM",,,,,,,,1,1,,,"Brief field description: 
Very deep, well drained, red clay soil with a well developed, ì
thick, dark A horizon. The bio-activity is high, which is well ì
visible by bio-channels filled with colour contrasting soil ì
from upper or lower soil layers.
*) Brazilian classification: Latossolo Vermelho Amarelo Humico ì
distrofico.
Reference soil BR 10 is comparable to soil profile 13 III RCC.
","02/26/95 00:00:00",
"BR",11,11,1983,"Kauffman J.H. & J.S. Martins","Para, 8.5km E of Castanhal along road BR 316","S",1,22,0,"W",47,11,0,70,"Am","Y0",,"L",,"SC",,,,,,,"Barreiras","LC","F","nearly level plain",1,"F",,,"V",,,"0","0",,,"0","0","0","0",310,"N",,,,,,,"V","N",,"4",,0,18,18,310,,,"S",,"S",,,,"GR",,,,,"FE","S","Kicuio do Amazonas grass (Brachiaria sp)",1,1,,,"Brief field description: 
Deep, well drained, yellowish brown sandy clay loam derived from ì
lacustrine sediments; with loamy sand topsoil. Intense biological ì
activity in the first 45 cm; principally ants. Crotovinas present ì
in AB and BA.
*) Brazilian classification: Latossolo Amarelo alico.
The soil has a clear clay increase, however the soil has all the ì
properties of a ferralic B-horizon, it therefore does not qualify ì
for an Argic horizon (FAO, 1988).
Reference soil BR 11 is comparable to soil profile 02 LA-PARA.
","02/26/95 00:00:00",
"BR",12,,,"Kauffman J.H., W.G. Sombroek & J.S. Martins","Para Province, Belterra (Santarem)","S",2,36,0,"W",54,57,0,60,"Am",,,,,"CL",,,,,,,"Belterra clay","UP","F","margin of flat plain",1,"M","S",,,,,,,,,,,,,360,"N",,,,,,,"V","N",,"4",,,,0,360,,,,,,,,,,"MSR",,,,,,"See general remarks",1,1,,,"Brief field description: 
Black, very deep, well drained clay soil.
The soil is strongly determined by past human influences shown by ì
accumulation of organic matter and the many pot sherds in the A1 ì
horizon ('man made soil' or Anthrosol). The soil has been ì
occupied by indian settlements during centuries, who practized ì
fertilization of the soil with household waste.
The first 5 cm from the surface are slightly compacted.
The BA horizon (89-124 cm) is characterized by many pockets (5-10 ì
cm diameter) and channels (1-2 cm diameter) filled with darker ì
coloured soil from the overlying horizons.
Many channels (1-10 cm diameter), made by different animals and ì
filled with darker topsoil, occur from 170 cm depth.The walls of ì
the bigger channels are covered with a compact, smooth, clay ì
layer of 0.5 to 1 cm thickness.
Land use: old rubber estate interspaced with mango trees and ì
vegetable plots. At present the rubber exploitation is extensive.
*) Brazilian classification: Latossolo Amarelo com A antropico.
Classification in FAO (1975) is not satisfactory, because there ì
is no provision for the Anthropogenic A-horizon.
USDA classification: Plaggept with oxic horizon is difficult to ì
classify.
Local classification: Terra Preta dos Indios.
*) Brazilian classification: Latossolo Amarelo com A antropico.
","02/26/95 00:00:00",
"BR",13,11,1984,"Kauffman J.H. & J.S. Martins","Parana, road BR163 Santarem-Cuiaba at km 52.2, near Belterra","S",2,54,0,"W",54,56,0,75,"Am","Y0",,"L",,"CL",,,,,,,"Belterra clay","LC","F","flat plain",1,"F",,,,,,"0","0",,,"0","0","0","0",250,"N",0,500,0,,,"H",,"N",,"4",,,,0,250,,,"S",,"S",,,,"VE",,,,,"FE",,"Forestry research station",1,1,,,"Brief field description: 
Very deep, well drained brownish yellow, clay soil with a massive ì
porous structure. The soil layer from 10 to 50 cm has a vague ì
dark greyish mottled appearance. This mottling is caused by dark ì
humus which is not well homogenized through the yellow soil.
Biological activity: few dispersed small termite mounds at the ì
soil surface, black and red ant activity in the litter layer.
*) Brazilian classification: Latossolo Amarelo Distrofico.
According to the revised legend of FAO (1988) the soil has geric ì
properties, because the ECEC is less than 1.5 cmol(+)/kg clay. ì
According to the USDA ST (1992) the soil does not have acric ì
properties, because the soil should have also a pH (1N KCl) of ì
more than 5.0.
Land use: in the environment of site limited wood extraction.
Landscape: very flat over long distances. There is no clear ì
surface drainage network, all surplus precipitation infiltrates ì
to the deeper subsoil and flows through the sub-stratum laterally ì
to the Rio Tapajoz.
The geogenesis of the Belterra clay is not very well understood.
Reference soil BR 13 is comparable to soil profile 1 in Boletim ì
de Pesquisa no. 20.
","02/26/95 00:00:00",
"BR",14,4,1986,"Kauffman J.H., J.S. Madeira & A.L. Lemos","Distrito Federal, Planaltina, CPAC Research Station, experimental plot","S",15,36,38,"W",47,42,32,1010,"Aw","W0",,"V",,"CL",,,"H",,,,,"PU","U","dissected plateau",4,"M","C",,,,,"0","0",,,"0","0","0","0",500,"N",,,,,,"H","R","N",,"4",,,,0,500,,,"S",,"S",,"P","N","VE",,,,,"WD","P","Detailed info ISRIC-libr:LA-36 + file",1,1,,,"Brief field description: 
Very deep, well drained, dusky red clay; weakly coherent porous ì
massive subsoil.
Infillings from deeper substrata are common in Bw1, caused by ì
biological activity. Colour of the infillings  1.25 YR 4/6 to 8.  ì
Consistency Ah1, Ah2, AB is soft to slightly hard.  The AB ì
horizon from 20-38 cm shows relatively a much lower porosity than ì
over- and underlying horizons.
Physiography:*= very broad open V-valley. Soil aggradation: in ì
nearby soil pit  presence of thin layers of coarser fragments ì
(sometimes lateritic) shows the colluvial processes. ì
Photographs/slides no 9795-9798
*) Brazilian classification: Latossolo Vermelho-Escuro ì
Distrofico.","02/25/95 00:00:00",
"BR",15,4,1986,"Kauffman J.H., A.L. Lemos & J.S. Madeira","Distrito Federal, Planaltina, CPAC Research Station, top plateau","S",15,36,30,"W",47,45,5,1170,"Aw","W0",,"C",,"CL",,,"H",,,,,"PU","F","""chapada""=nearly flat plateau",1,"F","S",,,,,"0","0",,,"0","0","0","0",300,"W",320,,,,,"H","R","N",,"4",,0,120,120,300,300,470,"S",,"S",,"0","N","AH","OLY","S","CC",,"WD","X","Cerrado = brazilian wooded savanna",1,1,,,"Brief field description: 
Very deep, well drained, yellowish brown clay derived from ì
extremely weathered parent material.
Soil has a very high porosity in upper two horizons, more than ì
5/cm2. The soil colour is uniform throughout, there are no ì
oxidation/reduction mottles above and below the water table.
Additional information: Boletim tecnico no.53 SNLCS-EMBRAPA ì
(ISRIC library LA-36). Detailed information on vegetation in ì
field archive.
U=windspeed is measured at 2m high.
Slides no 0781-9793.
","02/25/95 00:00:00",
"BR",16,3,1986,"Kauffman J.H., P.K.T. Jacomine & A.L. Lemos","Pernambuco, Nazare do Mata, see topo map in file","S",7,44,0,"W",35,15,0,85,"As","M3",,"R",,,,150,"H",,,,"Pre-Cambrian","HI","R","hill of demi-orange relief",10,,"V","W",,,,"LR","0",,,"0","0","0","0",125,"N",,,,,,"H","R","N",,"4",,,,0,150,,,"S",,"S",,"0","N","AM","SUC","0","MO",,,,"See file for production info",1,0,,,"Brief field description: 
Deep, well drained, dark brown sandy clay loam derived from basic ì
gneiss with a well developed thick A-horizon.
A few pieces of bricks/potshells are found in the A-horizons. The ì
colour in BC and C-horizon is an approximation because of ì
multi-coloured minerals. A banded gneiss structure is present in ì
the C1 and C2 horizon. Pore size is very fine to fine.
Physiography:* The demi-orange relief is known as ""meia-laranja"". ì
Original vegetation: deciduous forest.
Slides:no 9911-9805","02/25/95 00:00:00",
"BR",17,3,1986,"Kauffman J.H., S.P. Pessoa & A.L. Lemos","Alagoas, Cacimbinhas, 4km W of Traipu river, topomap in file","S",9,23,0,"W",36,51,0,240,"As","M3",,"X",,,,,"P",,,,"biotite gneiss","UP","U","weakly diss.planation surface",4,"M","S",,,,,"LR","WS",8.00000000e+00,"S",,"S",,,75,"N",,,,30,67,"S","R","N",,"2",,0,30,30,90,,,"S",,"S",,"0","N","GR","FD",,,,"DX","D","Foddercrop:palma forrageira(Opuntia spp",1,0,,,"Brief description: 
Moderately deep, imperfectly drained, sandy clay derived from ì
gneiss; abruptly overlain by a sandy loam topsoil (duplex ì
profile). A banded gneiss structure is visible in the C-horizon. ì
The E2-horizon is not always present, and the thickness varies ì
between 0-15 cm.
Parent material: Pre-cambrium biotite(?) gneiss. Koppen climate ì
on the limit between As and BSh. USDA moisture regime between ì
ustic to aridic. Natural vegetation:""Caatinga hipoxerofila"",  for ì
spp. listing see field archive.  
Additional information: sSee boletim tecnico no 35 ì
(ISRIC-library)
Slides no 9806-9816.
","02/25/95 00:00:00",
"BR",18,3,1986,"Kauffman J.H., S.P. Pessoa & A.L. Lemos","Alagoas, S. Sebastiao, see topomap in file","S",9,56,0,"W",36,32,0,170,"As",,,"M",,"LO",,,,,,,"Tertiary sediments","CT","F","Tabuleiro plain occ.deep.diss.",1,"F","S",,,,,"0","0",,,"0","0","0","S",200,"W",800,,,50,150,"M","R","N",,"3",,57,177,0,57,,,"S",,"S",,"0","N","AL","CER","0","CF",,,,"Cassava,maize,beans,tobacco,fruittrees*",1,0,,,"Brief field description: 
Deep, moderately well drained grey sandy clay loam derived from ì
old sediments. Characteristic for these soils is the slight ì
exchangeable Sodium (E.S.P.) level. The permeability of the slow ì
permeable layer is an estimation. The fragipan is only weakly ì
cemented, upon moistening it becomes friable.
Parent material: Tertiary sediment of the ""Barreiras"" group. The ì
genesis of the ""Barreiras"" sediments is not yet understood.  Ayt ì
the site fruit trees observed: Mango, Cashew, Jackfruit. 
Slides no 9817-9820.
","02/25/95 00:00:00",
"BR",19,4,1986,"Kauffman J.H., A.L. Lemos & H.F.R. Melo Filho","Paraiba, Jacuma, 4km E of beach, see topomap in file","S",7,17,0,"W",34,20,0,50,"As",,,"M",,"SA",,,,,,,"Tertiary sediments","CT","R","broad low hill",6,"M","V","NE",,,,"0","0",,,"0","0","0","0",116,"N",,,,116,150,"S","R","N",,"3",,,,0,150,,,"S",,"S",,"N","N","AL","RT","0","SG",,"SD","D","Inhame, cassava,*",1,0,,,"Brief field description: 
Deep, moderately well drained sandy soil derived from Tertiary ì
sediments; having a strongly cemented impermeable iron layer in ì
the deeper subsoil. 
Brazilian classification: Podzol com duripan or Podzol ì
hidromorfico.
*Geomorphology: dissected plain (""Tabuleiro"") developed in ì
Tertiary sediments of the ""Barreiras"" group. The genesis of these ì
sediments is not yet understood.
Lateral groundwater flow over impermeable iron pan. Seepage zones ì
on lower slope. Imperfectly to moderately well Drained. 
Major crops: roots like 'inhame' (Dioscoreaceae), cassava, sweet ì
potato. 
Additional information: Boletim Tecnico no 35 (ISRIC-library), ì
slides 9821-9826.
Classification: the iron & duripan is situated at a depth than ì
100cm, it therefore does not classify as Placorthord or ì
Durorthod.
","02/25/95 00:00:00",
"BR",20,4,1986,"Kauffman J.H., A.L. Lemos & H.F.R. Melo Filho","Paraiba, Mamanguape, 4km S of Camaratuba River, see topomap","S",6,40,0,"W",35,8,0,150,"As",,,"M",,"SA",,,,,,,"Tertiary sediments","CT","U","not dissected part of ct",1,"F","S",,,,,"0","0",,,"0","0","0","0",275,"N",,,,,,,"R","N",,"5",,,,0,275,,,,,,,,"N","VE",,,,,"WD",,"Veg:low trees, shrubs + herbs/grasses",1,0,,,"Brief field description: 
Very deep, excessively drained, light yellowish brown sand ì
derived from Tertiary sediments.
Parent material: Tertiary sediments of the ""Barreiras-group"", the ì
genesis of the barreiras sediments is not yet understood. Climate ì
of site is considered to be in between station Guarabira and Joao ì
Pessoa (see bra19). Year sum precipitation of Mamanguape is: ì
1245mm.
At a depth of 175cm is present an iron fibre, irregular, wavy, ì
with a thickness of a few mm.
See Boletim tecnico no35 (ISRIC-library), slides no. 9827-9831
","02/25/95 00:00:00",
